location_type,date_posted,square_feet,price,beds,baths,rent_buy,type,formatted_google_address,address_components,website,lot_size,geometry,mapid,neighborhood,break_and_enter_commercial,break_and_enter_residential_other,mischief,other_theft,theft_from_vehicle,theft_of_bicycle,theft_of_vehicle,vehicle_collision_or_pedestrian_struck_with_injury,postal_code,lng,lat,sky_train,bus_stop,parks,schools,commercial_services,food_beverages,convenience_stores
ROOFTOP,2023-03-01,680,1780,1,1,rent,Apartment,"751 Burrard St, Vancouver, BC V6Z 2V6, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1220525, 49.2840459)",WE,West End,219,31,466,832,566,202,53,57,V6Z 2V6,-123.1220525,49.2840459,251.74794656888173,31.01919076173988,240.72591345437044,397.65698316504876,108,284,10
ROOFTOP,2023-03-01,776,4000,2,2,rent,Apartment,"2446 W 4th Ave, Vancouver, BC V6K 1P3, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1609513, 49.2680449)",KITS,Kitsilano,97,84,175,309,256,123,43,45,V6K 1P3,-123.1609513,49.2680449,2918.330688309407,60.33381247359357,578.3840492965232,221.995825222305,86,45,0
ROOFTOP,2023-03-02,606,2600,0,1,rent,Apartment,"2156 W 12th Ave, Vancouver, BC V6K 2N2, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1545371, 49.260747)",KITS,Kitsilano,97,84,175,309,256,123,43,45,V6K 2N2,-123.1545371,49.26074699999999,2813.7292309695367,98.76167307376186,136.59749490545872,291.61633643152015,70,30,1
ROOFTOP,2023-03-02,2051,6000,2,3,rent,Apartment,"838 W Hastings St, Vancouver, BC V6C 0A6, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.115616, 49.2861995)",CBD,Downtown,558,86,1787,2816,2319,348,96,152,V6C 0A6,-123.115616,49.2861995,285.3367469979081,81.73538756004304,332.0608260897162,177.29268368841716,106,200,4
ROOFTOP,2023-03-02,400,1500,0,1,rent,Apartment,"142 E 42nd Ave, Vancouver, BC V5W 1S6, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1027561, 49.2314447)",SUN,Sunset,40,53,128,862,295,24,64,69,V5W 1S6,-123.1027561,49.2314447,1018.5232659564908,105.61896213346469,291.7951760013024,278.0467615154362,0,0,0
ROOFTOP,2023-03-06,700,3300,1,1,rent,Apartment,"833 Homer St, Vancouver, BC V6B 0H4, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1176755, 49.2792358)",CBD,Downtown,558,86,1787,2816,2319,348,96,152,V6B 0H4,-123.1176755,49.2792358,355.8449790363798,103.56081423051036,68.12222956595288,359.32794542170654,116,244,14
ROOFTOP,2023-03-06,891,3650,2,2,rent,Apartment,"1055 Richards St, Vancouver, BC V6B 0C2, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1223997, 49.2774725)",CBD,Downtown,558,86,1787,2816,2319,348,96,152,V6B 0C2,-123.1223997,49.27747249999999,332.2969831308708,162.87308469632163,83.64533311338371,447.52351465305406,302,423,21
ROOFTOP,2023-03-01,3000,7950,5,4,rent,Apartment,"1238 Melville St, Vancouver, BC V6E 4N2, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1253003, 49.2883031)",CBD,Downtown,558,86,1787,2816,2319,348,96,152,V6E 4N2,-123.1253003,49.2883031,513.8312391485005,60.75101692853758,258.57263528812723,665.8630702037193,51,177,2
APPROXIMATE,2023-03-06,899,2700,2,1,rent,House,"Dunbar-Southlands, Vancouver, BC V6S 1M6, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.185194, 49.249951)",DS,Dunbar-Southlands,16,26,42,78,72,13,14,12,V6S 1M6,-123.185194,49.249951,5078.481102374247,30.717698805218404,602.7642426191948,320.00089644574376,49,16,2
ROOFTOP,2023-03-06,632,2700,1,2,rent,Apartment,"2250 Commercial Dr, Vancouver, BC V5N 4B5, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.069511, 49.2645378)",GW,Grandview-Woodland,165,103,489,639,412,72,75,77,V5N 4B5,-123.069511,49.2645378,214.70621853480657,38.341733883068045,324.33019743259086,373.94345830134483,95,106,0
ROOFTOP,2023-03-06,482,2100,1,1,rent,Apartment,"975 E Broadway, Vancouver, BC V5T 1Y3, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.0839204, 49.262743)",MP,Mount Pleasant,144,121,303,602,467,133,71,65,V5T 1Y3,-123.0839204,49.262743,493.65898206999333,27.477664633401567,318.49219864066987,588.5844218497629,22,22,0
ROOFTOP,2023-03-06,576,1950,1,1,rent,Apartment,"270 E 13th Ave, Vancouver, BC V5T 2K4, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.0988073, 49.2590775)",MP,Mount Pleasant,144,121,303,602,467,133,71,65,V5T 2K4,-123.0988073,49.2590775,1233.9661713643995,162.17451753777902,189.273392508689,274.9461860472272,191,141,1
ROOFTOP,2023-03-01,655,2650,1,1,rent,Apartment,"1275 Pacific St, Vancouver, BC V6E 1T6, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1375166, 49.280572)",WE,West End,219,31,466,832,566,202,53,57,V6E 1T6,-123.1375166,49.280572,1311.1252900046998,34.92105447315514,117.73523891791082,618.7560986807938,45,95,0
APPROXIMATE,2023-03-03,600,2600,1,1,rent,Apartment,"Vancouver, BC V6Z 2X4, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1269616, 49.2783132)",CBD,Downtown,558,86,1787,2816,2319,348,96,152,V6Z 2X4,-123.1269616,49.2783132,553.9251070867633,38.090229920814544,291.58132707339087,319.8186864294498,221,345,23
ROOFTOP,2023-03-06,550,2100,1,1,rent,Apartment,"1170 Harwood St, Vancouver, BC V6E 1R8, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.135137, 49.2798058)",WE,West End,219,31,466,832,566,202,53,57,V6E 1R8,-123.135137,49.2798058,1118.9566822634338,157.81512813119974,262.6620919946944,432.8142382164322,85,136,2
ROOFTOP,2023-03-06,560,2700,1,1,rent,Apartment,"1333 W Georgia St, Vancouver, BC V6E 4V3, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1275181, 49.2890343)",CBD,Downtown,558,86,1787,2816,2319,348,96,152,V6E 4V3,-123.1275181,49.2890343,692.9170166437815,46.86073669990484,278.3228758774077,655.3306364497563,42,164,2
ROOFTOP,2023-03-06,946,3100,2,2,rent,Apartment,"2261 W 41st Ave, Vancouver, BC V6M 2A3, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1588523, 49.2347787)",AR,Arbutus-Ridge,26,45,62,133,97,22,20,12,V6M 2A3,-123.1588523,49.2347787,3101.5199399573867,58.267519069552456,139.33786163715735,439.92831090127623,192,104,2
ROOFTOP,2023-03-06,1157,5585,2,1,rent,Apartment,"89 Nelson St, Vancouver, BC V6Z 0E7, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1150309, 49.2749198)",CBD,Downtown,558,86,1787,2816,2319,348,96,152,V6Z 0E7,-123.1150309,49.2749198,515.0819992774634,89.22428767999956,158.47196295915478,316.6336429290951,112,100,0
ROOFTOP,2023-03-06,950,3600,2,2,rent,Apartment,"3225 Trutch St, Vancouver, BC V6L 2T3, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1765451, 49.2571657)",AR,Arbutus-Ridge,26,45,62,133,97,22,20,12,V6L 2T3,-123.1765451,49.2571657,4407.655800612297,94.79697885178412,252.7775513446895,226.8098562949578,0,0,0
ROOFTOP,2023-03-06,610,2350,1,1,rent,Apartment,"787 Nicola St, Vancouver, BC V6G 1C3, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1311162, 49.2888495)",WE,West End,219,31,466,832,566,202,53,57,V6G 1C3,-123.1311162,49.2888495,914.6863706149516,78.06898865275812,238.5331378014267,402.5359329473077,64,216,0
ROOFTOP,2023-03-03,770,3750,1,1,rent,Apartment,"1033 Marinaside Crescent, Vancouver, BC V6Z 3A3, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1164917, 49.2733795)",CBD,Downtown,558,86,1787,2816,2319,348,96,152,V6Z 3A3,-123.1164917,49.2733795,424.99466072023654,124.21273371001821,243.53563953146562,454.03181282084637,125,112,0
ROOFTOP,2023-03-04,1047,4500,1,2,rent,Apartment,"312 - 161 W Georgia St, Vancouver, BC V6B 0K9, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1154091, 49.279793)",CBD,Downtown,558,86,1787,2816,2319,348,96,152,V6B 0K9,-123.1154091,49.279793,356.46968080555405,64.49903203508526,222.79221808790345,285.55620364834687,85,209,8
ROOFTOP,2023-03-03,900,3400,2,1,rent,Apartment,"1221 Homer St, Vancouver, BC V6B 1C5, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1238717, 49.2752273)",CBD,Downtown,558,86,1787,2816,2319,348,96,152,V6B 1C5,-123.1238717,49.2752273,153.9644258401217,96.60547371967418,211.75644103324552,347.4959419942245,230,279,19
ROOFTOP,2023-03-06,570,2800,1,1,rent,Apartment,"89 Nelson St, Vancouver, BC V6Z 0E7, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1150309, 49.2749198)",CBD,Downtown,558,86,1787,2816,2319,348,96,152,V6Z 0E7,-123.1150309,49.2749198,515.0819992774634,89.22428767999956,158.47196295915478,316.6336429290951,112,100,0
APPROXIMATE,2023-03-06,600,2900,1,1,rent,Apartment,"Vancouver, BC V6J 3Y1, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1526817, 49.2662336)",KITS,Kitsilano,97,84,175,309,256,123,43,45,V6J 3Y1,-123.1526817,49.2662336,2409.0620585152055,246.11521528013446,63.98037669159633,133.93833546047716,151,122,1
ROOFTOP,2023-02-25,630,3200,1,1,rent,Apartment,"1151 W Georgia St, Vancouver, BC V6E 4E6, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1241293, 49.2868699)",CBD,Downtown,558,86,1787,2816,2319,348,96,152,V6E 4E6,-123.1241293,49.2868699,360.77676004850935,57.54751326372944,312.99460532994453,589.177969211891,59,194,2
ROOFTOP,2023-03-03,680,3000,1,1,rent,Apartment,"1788 Ontario St, Vancouver, BC V5T 0G3, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1043745, 49.2695331)",MP,Mount Pleasant,144,121,303,602,467,133,71,65,V5T 0G3,-123.1043745,49.2695331,494.61369781144236,48.164483610464515,250.80455789592278,713.1243060499179,66,44,0
ROOFTOP,2023-03-06,817,2990,0,1,rent,Apartment,"1477 W Pender St, Vancouver, BC V6G 2S3, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1281639, 49.2900011)",CBD,Downtown,558,86,1787,2816,2319,348,96,152,V6G 2S3,-123.1281639,49.2900011,793.7991773377439,41.753678276853854,274.28127799429774,602.7519752449916,39,155,2
ROOFTOP,2023-02-25,720,3990,1,1,rent,Apartment,"1833 Crowe St, Vancouver, BC V5Y 0A9, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1124151, 49.2686557)",MP,Mount Pleasant,144,121,303,602,467,133,71,65,V5Y 0A9,-123.1124151,49.2686557,313.1056129629703,63.13575419246925,242.85743660542346,833.9388135259811,73,43,0
ROOFTOP,2023-03-04,540,3550,1,1,rent,Apartment,"68 Smithe St, Vancouver, BC V6B 0P4, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1141165, 49.2758212)",CBD,Downtown,558,86,1787,2816,2319,348,96,152,V6B 0P4,-123.1141165,49.2758212,521.6398889497111,67.70995207515632,205.61666425724815,200.6321604002718,74,94,0
ROOFTOP,2023-03-04,730,3850,2,1,rent,Apartment,"288 W 1st Ave, Vancouver, BC V5Y 0E9, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1118239, 49.2689834)",MP,Mount Pleasant,144,121,303,602,467,133,71,65,V5Y 0E9,-123.1118239,49.2689834,369.16075596482824,91.05144566723466,187.13498145201544,855.9382671952068,58,27,0
ROOFTOP,2023-03-06,630,2300,2,2,rent,Apartment,"4550 Gothard St, Vancouver, BC V5R 3K7, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.051325, 49.2439629)",RC,Renfrew-Collingwood,87,93,254,1311,412,51,77,60,V5R 3K7,-123.051325,49.2439629,381.1701186041592,78.60229175853128,447.79213779066674,283.22008777198073,45,1,0
ROOFTOP,2023-03-02,1080,7500,2,2,rent,Apartment,"1289 Hornby St, Vancouver, BC V6Z 1W4, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1296535, 49.2778214)",CBD,Downtown,558,86,1787,2816,2319,348,96,152,V6Z 1W4,-123.1296535,49.2778214,663.9987258654302,91.47116062862854,335.61648951447677,124.95654736090923,173,273,17
ROOFTOP,2023-03-02,2085,9000,4,3,rent,Apartment,"1688 Pullman Porter St, Vancouver, BC V6A 0H3, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1038068, 49.2706831)",MP,Mount Pleasant,144,121,303,602,467,133,71,65,V6A 0H3,-123.1038068,49.2706831,369.09944266612405,175.1060836807367,263.6293215101023,642.6869910082663,69,45,0
ROOFTOP,2023-03-02,2374,12000,3,2,rent,Apartment,"110 Switchmen St, Vancouver, BC V6A 0C6, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1016807, 49.2708692)",MP,Mount Pleasant,144,121,303,602,467,133,71,65,V6A 0C6,-123.1016807,49.2708692,269.0848278057407,68.38293324333824,233.1369301573487,486.62189139001276,63,45,0
ROOFTOP,2023-03-02,1400,7950,2,3,rent,Apartment,"1678 Pullman Porter St, Vancouver, BC V6A 0H4, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1036678, 49.2710652)",MP,Mount Pleasant,144,121,303,602,467,133,71,65,V6A 0H4,-123.1036678,49.2710652,331.54169471905317,212.982270716112,220.41620720893664,627.5466641890107,69,45,0
ROOFTOP,2023-03-02,721,2995,1,1,rent,Apartment,"1783 Manitoba St, Vancouver, BC V5Y 0K1, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1067962, 49.26956)",MP,Mount Pleasant,144,121,303,602,467,133,71,65,V5Y 0K1,-123.1067962,49.26956,612.7525490822267,25.119996061919544,106.81064376002514,881.3298817212793,74,37,0
ROOFTOP,2023-03-06,550,2800,1,1,rent,Apartment,"159 W 2nd Ave, Vancouver, BC V5Y 1B8, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1080414, 49.2696151)",MP,Mount Pleasant,144,121,303,602,467,133,71,65,V5Y 1B8,-123.1080414,49.2696151,628.896766335941,82.12468072033063,91.23264276176927,967.8981441143887,70,39,0
ROOFTOP,2023-03-06,1600,6500,5,3,rent,Apartment,"1022 Odlum Dr, Vancouver, BC V5L 3L6, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.0756104, 49.2753972)",GW,Grandview-Woodland,165,103,489,639,412,72,75,77,V5L 3L6,-123.0756104,49.2753972,1091.7575574740242,129.16536506626483,277.80171494183236,268.91456692011377,22,44,0
ROOFTOP,2023-03-06,650,2400,1,1,rent,Apartment,"1355 Pendrell St, Vancouver, BC V6E 1M2, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1342963, 49.284167)",WE,West End,219,31,466,832,566,202,53,57,V6E 1M2,-123.1342963,49.284167,1084.3447110099162,142.38108855373463,195.2689300274884,347.89320228687404,48,96,0
ROOFTOP,2023-03-06,706,2800,1,1,rent,Apartment,"979 E 19th Ave, Vancouver, BC V5V 1K7, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.0842676, 49.2537724)",KC,Kensington-Cedar Cottage,49,59,202,277,358,46,73,71,V5V 1K7,-123.0842676,49.2537724,1394.9572606629044,43.86513339739813,259.88956504257413,182.08137623558878,147,46,0
ROOFTOP,2023-03-04,530,2300,1,1,rent,Apartment,"5058 Joyce St, Vancouver, BC V5R 4G6, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.031099, 49.2388607)",RC,Renfrew-Collingwood,87,93,254,1311,412,51,77,60,V5R 4G6,-123.031099,49.2388607,73.05020738709237,19.555541943757735,221.738681459277,242.66293918313588,27,31,0
ROOFTOP,2023-02-27,1350,3700,2,2,rent,Apartment,"1415 W Georgia St, Vancouver, BC V6G 3C8, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1281758, 49.2895195)",CBD,Downtown,558,86,1787,2816,2319,348,96,152,V6G 3C8,-123.1281758,49.2895195,762.7635077336236,31.299702302220624,292.0798124978624,602.5212922432673,38,163,2
ROOFTOP,2023-03-06,1800,9000,3,3,rent,Apartment,"1495 Richards St, Vancouver, BC V6Z 3E4, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1281757, 49.2737026)",CBD,Downtown,558,86,1787,2816,2319,348,96,152,V6Z 3E4,-123.1281757,49.2737026,452.25653800734284,65.47192112669582,228.6806387140913,423.58390390145274,129,146,8
APPROXIMATE,2023-03-06,910,3375,2,2,rent,Apartment,"Vancouver, BC, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1207375, 49.2827291)",CBD,Downtown,558,86,1787,2816,2319,348,96,152,Canada,-123.1207375,49.2827291,185.96676980878135,85.42092447739688,345.7128322273952,367.2231190588536,105,322,12
ROOFTOP,2023-03-06,1610,6500,3,3,rent,Apartment,"1335 Howe St, Vancouver, BC V6B 0H8, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1296261, 49.2764841)",CBD,Downtown,558,86,1787,2816,2319,348,96,152,V6B 0H8,-123.1296261,49.2764841,592.1881220394444,114.88540030441007,209.67042534108583,113.92237590324984,163,203,17
ROOFTOP,2023-03-06,506,2900,1,1,rent,Apartment,"977 Mainland St, Vancouver, BC V6B 1T2, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1184, 49.2771917)",CBD,Downtown,558,86,1787,2816,2319,348,96,152,V6B 1T2,-123.1184,49.2771917,402.26451448858654,114.36853332632658,24.845486232690515,363.1086256612047,185,304,11
ROOFTOP,2023-03-02,350,1850,0,1,rent,House,"246 E 53rd Ave, Vancouver, BC V5X 1H9, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.10061, 49.22167)",SUN,Sunset,40,53,128,862,295,24,64,69,V5X 1H9,-123.10061,49.22167,1243.9970614021456,84.11645296308068,405.6618587825257,401.53728861389015,47,20,0
ROOFTOP,2023-03-02,534,2750,1,1,rent,Apartment,"1988 Wylie St, Vancouver, BC V5Y 0N4, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1130668, 49.2678964)",MP,Mount Pleasant,144,121,303,602,467,133,71,65,V5Y 0N4,-123.1130668,49.2678964,220.18228411480013,85.69834608579202,338.0146663512381,838.2341535595629,59,41,0
ROOFTOP,2023-03-02,610,2900,1,1,rent,Apartment,"1988 Wylie St, Vancouver, BC V5Y 0N4, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1130668, 49.2678964)",MP,Mount Pleasant,144,121,303,602,467,133,71,65,V5Y 0N4,-123.1130668,49.2678964,220.18228411480013,85.69834608579202,338.0146663512381,838.2341535595629,59,41,0
ROOFTOP,2023-03-06,1000,4500,2,2,rent,Apartment,"588 Broughton St, Vancouver, BC V6G 3E3, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1267891, 49.289624)",CBD,Downtown,558,86,1787,2816,2319,348,96,152,V6G 3E3,-123.1267891,49.289624,689.7152161013909,37.48509006256017,197.17907283896656,702.797352533177,44,141,2
ROOFTOP,2023-03-02,1195,5800,2,3,rent,Apartment,"1151 W Georgia St, Vancouver, BC V6E 4E6, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1241293, 49.2868699)",CBD,Downtown,558,86,1787,2816,2319,348,96,152,V6E 4E6,-123.1241293,49.2868699,360.77676004850935,57.54751326372944,312.99460532994453,589.177969211891,59,194,2
ROOFTOP,2023-03-06,1076,3980,2,2,rent,Apartment,"33 Smithe St, Vancouver, BC V6B 0B5, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1124487, 49.2746848)",CBD,Downtown,558,86,1787,2816,2319,348,96,152,V6B 0B5,-123.1124487,49.2746848,557.9207254019134,154.56075351881964,94.19750017068878,329.01218602831165,16,19,0
ROOFTOP,2023-03-06,715,3200,2,2,rent,Apartment,"977 Mainland St, Vancouver, BC V6B 1T2, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1184, 49.2771917)",CBD,Downtown,558,86,1787,2816,2319,348,96,152,V6B 1T2,-123.1184,49.2771917,402.26451448858654,114.36853332632658,24.845486232690515,363.1086256612047,185,304,11
ROOFTOP,2023-02-27,1269,5000,3,2,rent,Apartment,"1211 Melville St, Vancouver, BC V6E 0A7, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1244215, 49.2882162)",CBD,Downtown,558,86,1787,2816,2319,348,96,152,V6E 0A7,-123.1244215,49.2882162,457.161592028608,65.61867677266078,261.5546184079481,691.5690764287738,47,176,2
ROOFTOP,2023-03-06,515,2400,1,1,rent,Apartment,"5665 Boundary Rd, Vancouver, BC V5R 0E4, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.02396, 49.2331201)",RC,Renfrew-Collingwood,87,93,254,1311,412,51,77,60,V5R 0E4,-123.02396,49.2331201,819.4189609141293,80.47482797563426,225.1391713988793,692.7434234158177,52,36,0
ROOFTOP,2023-03-06,1400,4500,2,2,rent,Apartment,"918 Cooperage Way, Vancouver, BC V6B 0A7, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1128625, 49.2741097)",CBD,Downtown,558,86,1787,2816,2319,348,96,152,V6B 0A7,-123.1128625,49.2741097,628.6142448499826,115.79055672767576,32.93583929610503,387.2244138869775,8,7,0
ROOFTOP,2023-02-27,830,3200,2,2,rent,Apartment,"1325 Rolston St, Vancouver, BC V6B 0M2, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1278684, 49.2755433)",CBD,Downtown,558,86,1787,2816,2319,348,96,152,V6B 0M2,-123.1278684,49.2755433,437.2072481354603,50.526774767058335,270.7208215074927,278.9177606430319,206,225,19
ROOFTOP,2023-03-04,600,2600,1,1,rent,Apartment,"553 E 31st Ave, Vancouver, BC V5V 2W7, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.0930694, 49.24282)",RP,Riley Park,2,15,35,67,68,12,12,20,V5V 2W7,-123.0930694,49.24281999999999,1776.2177304028085,202.8959541476045,542.438725429758,578.8415254940786,22,11,0
ROOFTOP,2023-03-03,400,2200,1,1,rent,Apartment,"1825 Haro St, Vancouver, BC V6G 1H4, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1368588, 49.2913398)",WE,West End,219,31,466,832,566,202,53,57,V6G 1H4,-123.1368588,49.2913398,1410.5940814142987,68.75750690192943,110.54390695383701,171.2278650970669,69,186,2
APPROXIMATE,2023-03-06,840,3550,1,1,rent,Apartment,"Vancouver, BC V6E 1C1, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1280623, 49.2864009)",WE,West End,219,31,466,832,566,202,53,57,V6E 1C1,-123.1280623,49.2864009,624.9349473301369,63.84514742149171,156.23545681818985,389.2835369192627,45,168,2
ROOFTOP,2023-03-06,944,4350,2,2,rent,Apartment,"699 Cardero St, Vancouver, BC V6G 3H7, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1306958, 49.2911935)",CBD,Downtown,558,86,1787,2816,2319,348,96,152,V6G 3H7,-123.1306958,49.2911935,1020.6304991125983,31.811295586403197,209.2446202749498,445.10375822559206,42,154,0
ROOFTOP,2023-03-06,626,2900,1,1,rent,Apartment,"1618 W 6th Ave, Vancouver, BC V6J 1R3, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1412714, 49.2659944)",FAIR,Fairview,188,117,366,990,479,251,62,51,V6J 1R3,-123.1412714,49.2659944,1686.413507297672,187.12179306636918,58.82073620236582,308.5703617105341,130,115,2
ROOFTOP,2023-03-06,1753,6900,2,2,rent,Apartment,"837 W Hastings St, Vancouver, BC V6C 3N9, Canada","<list<
  tbl_df<
    long_name : character
    short_name: character
    types     : list<character>
  >
>>",craigslist,0,"c(-123.1152959, 49.2864419)",CBD,Downtown,558,86,1787,2816,2319,348,96,152,V6C 3N9,-123.1152959,49.2864419,269.6980571192811,116.1631433295792,344.5524692683622,185.60274480431275,106,200,4
